dpkts,dbytes,ct_dst_sport_ltm,state_CON,dmean,state_INT,dload,ct_state_ttl,sttl
24,2048,1,0,85,0,2034.843994,1,254
22,6116,1,0,278,0,15677.14941,1,62
22,1662,1,0,76,0,9333.426758,1,62
22,1968,1,0,89,0,4615.211914,1,62
8,1920,1,0,240,0,59646.38281,1,62
40,32322,1,0,808,0,64220.18359,1,62
32,19336,1,0,604,0,203192.375,1,62
2,314,2,1,157,0,21888.7793,0,254
6,268,1,0,45,0,9923.25,1,254
8,1222,1,0,153,0,11068.46973,1,62
20,3628,1,0,181,0,6595.005859,1,62
8,1216,1,0,152,0,30457.43555,1,62
34,1472,1,0,43,0,4057.529541,1,254
26,27522,1,0,1059,0,668648.0,1,62
20,1648,1,0,82,0,15865.53809,1,254
6,268,1,0,45,0,9676.862305,1,254
8,354,1,0,44,0,590.445129,1,254
10,4252,1,0,425,0,166922.0156,1,62
8,354,1,0,44,0,2216.674561,1,254
52,48212,1,0,927,0,443538.25,1,62
8,354,1,0,44,0,1093.720825,1,254
8,354,1,0,44,0,997.411621,1,254
8,354,1,0,44,0,997.411621,1,254
8,924,1,0,116,0,14738.9707,1,62
6,268,1,0,45,0,9348.037109,1,254
44,50453,1,0,1147,0,786880.3125,1,62
22,4668,1,0,212,0,46084.83203,1,62
10,3754,1,0,375,0,62826.25391,1,62
22,1664,1,0,76,0,14200.14746,1,62
22,1648,1,0,75,0,11208.75098,1,62
10,3754,1,0,375,0,89730.6875,1,62
22,1988,1,0,90,0,6081.427734,1,62
22,1644,1,0,75,0,2937.538086,1,62
26,2220,1,0,85,0,4383.459473,1,62
10,522,1,0,52,0,13519.83008,1,254
6,268,1,0,45,0,4991.991211,1,254
20,1700,1,0,85,0,10869.92188,1,62
12,842,1,0,70,0,13542.49414,1,254
6,268,1,0,45,0,8208.248047,1,254
10,2464,1,0,246,0,10398.32324,1,62
6,268,1,0,45,0,7898.900879,1,254
8,1036,1,0,130,0,30013.11133,1,62
16,12934,1,0,808,0,270591.875,1,62
8,1328,1,0,166,0,23737.7207,1,62
6,268,1,0,45,0,10748.625,1,62
32,19608,1,0,613,0,34495.84766,1,62
10,4252,1,0,425,0,137940.9844,1,62
22,1652,1,0,75,0,10530.2959,1,62
22,1652,1,0,75,0,10530.2959,1,62
76,94630,1,0,1245,0,1643313.75,1,62
8,1598,1,0,200,0,40932.16406,1,62
8,1178,1,0,147,0,29790.69141,1,62
6,268,1,0,45,0,9692.616211,1,254
24,1800,1,0,75,0,15900.74316,1,62
10,1268,1,0,127,0,18976.44336,1,62
22,1880,1,0,85,0,19479.42773,1,62
8,2450,2,0,306,0,74759.1875,1,62
6,268,1,0,45,0,8468.208984,1,254
20,1820,1,0,91,0,13769.96582,1,62
6,268,1,0,45,0,9485.697266,1,254
20,1718,1,0,86,0,11818.54883,1,254
8,354,1,0,44,0,5570.004883,1,254
8,3188,1,0,399,0,77989.60156,1,62
6,268,1,0,45,0,9016.669922,1,254
8,1352,1,0,169,0,34798.85156,1,62
10,1434,1,0,143,0,16542.13672,1,62
8,1166,1,0,146,0,21390.42969,1,254
10,3734,1,0,373,0,87996.96094,1,254
6,268,1,0,45,0,8349.369141,1,254
24,1880,1,0,78,0,10262.18555,1,62
8,1744,1,0,218,0,28059.78906,1,62
32,34588,1,0,1081,0,504687.9375,1,62
6,268,1,0,45,0,9683.188477,1,254
6,268,1,0,45,0,6239.728516,1,254
20,1720,1,0,86,0,15064.22949,1,62
62,76465,1,0,1233,0,1336831.0,1,62
22,1844,1,0,84,0,9581.691406,1,254
50,58619,1,0,1172,0,1081541.125,1,62
8,354,1,0,44,0,6303.583496,1,254
36,26210,1,0,728,0,271074.2813,1,62
8,354,1,0,44,0,4603.991699,1,254
6,268,1,0,45,0,7547.201172,1,254
8,1018,1,0,127,0,36783.22266,1,254
6,268,1,0,45,0,7547.201172,1,254
8,2076,1,0,260,0,27246.28125,1,62
6,268,1,0,45,0,11132.37109,1,254
1020,44360,1,1,43,0,5910.535156,3,62
114,128808,1,0,1130,0,907646.6875,1,62
20,1788,1,0,89,0,9414.385742,1,62
8,1450,1,0,181,0,37906.62109,1,254
6,268,1,0,45,0,9607.548828,1,254
8,1412,1,0,177,0,19568.99805,1,62
8,846,1,0,106,0,10194.4834,1,62
8,1586,1,0,198,0,30672.16797,1,62
40,46842,1,0,1171,0,1347406.0,1,62
8,3154,1,0,394,0,57347.07422,1,62
6,268,1,0,45,0,8372.227539,1,254
6,268,1,0,45,0,5103.231934,1,254
6,268,1,0,45,0,9792.938477,1,254
14,9664,1,0,690,0,338382.9375,1,62
40,2550,1,0,64,0,7369.79541,1,62
20,1858,1,0,93,0,11656.39063,1,62
18,17578,1,0,977,0,412406.75,1,62
8,724,1,0,91,0,8035.373047,1,62
58,3334,1,0,57,0,15316.17969,1,62
6,268,1,0,45,0,10949.39551,1,254
10,5002,1,0,500,0,151539.125,1,62
22,1638,1,0,74,0,14024.3584,1,62
8,1040,1,0,130,0,23808.04297,1,62
10,3754,1,0,375,0,67590.30469,1,62
14,10042,1,0,717,0,295237.4063,1,62
6,268,1,0,45,0,9832.755859,1,254
34,2352,1,0,69,0,15302.10938,1,62
6,268,1,0,45,0,6828.227539,1,254
66,3720,1,0,56,0,11349.46875,1,62
8,1052,1,0,132,0,31429.82617,1,254
92,99054,1,0,1077,0,599817.875,1,62
190,242434,1,0,1276,0,1646150.5,1,62
8,354,1,0,44,0,5539.423828,1,254
8,354,1,0,44,0,1128.537231,1,254
6,268,1,0,45,0,7301.976562,1,254
10,1152,1,0,115,0,16747.92383,1,254
6,268,1,0,45,0,8849.995117,1,254
448,580884,1,0,1297,0,2028404.75,1,62
14,622,1,0,44,0,142.058151,1,254
22,1640,1,0,75,0,9935.626953,1,62
6,268,1,0,45,0,5592.729492,1,254
6,268,1,0,45,0,5656.458496,1,254
8,354,1,0,44,0,2314.572754,1,254
6,268,1,0,45,0,7808.619141,1,254
6,268,1,0,45,0,2297.786377,1,254
10,1360,1,0,136,0,20882.7832,1,62
16,930,1,0,58,0,4877.411133,1,62
6,268,1,0,45,0,1421.158569,1,254
20,1718,1,0,86,0,15744.19824,1,62
22,1606,1,0,73,0,10911.11914,1,62
8,1222,1,0,153,0,32622.19922,1,62
22,1606,1,0,73,0,10911.11914,1,62
26,2020,1,0,78,0,16746.06641,1,62
28,13970,1,0,499,0,120941.9844,1,62
6,268,1,0,45,0,7195.978027,1,254
8,354,1,0,44,0,3691.4375,1,254
6,268,1,0,45,0,10056.62402,1,254
22,19738,1,0,897,0,182983.1719,1,62
8,1180,2,0,148,0,12272.43457,1,254
36,42940,1,0,1193,0,346554.5625,1,62
22,1906,1,0,87,0,11115.00391,1,62
16,15200,1,0,950,0,447550.25,1,62
26,2100,1,0,81,0,10153.68066,1,62
20,1856,1,0,93,0,19217.46484,1,62
10,3676,1,0,368,0,100880.2969,1,62
10,2056,1,0,206,0,21264.37305,1,254
6,268,1,0,45,0,6334.573242,1,254
6,268,1,0,45,0,9138.800781,1,254
146,169960,1,0,1164,0,923049.0,1,62
10,590,1,0,59,0,7355.589355,1,254
6,268,1,0,45,0,7885.970215,1,254
8,1228,1,0,154,0,36499.91406,1,62
6,268,1,0,45,0,9049.316406,1,254
296,366322,1,0,1238,0,816299.125,1,62
6,268,1,0,45,0,9884.660156,1,254
20,1760,1,0,88,0,8563.451172,1,62
8,354,1,0,44,0,3084.692383,1,254
6,268,1,0,45,0,2968.622314,1,254
8,2450,2,0,306,0,74759.1875,1,62
10,5630,1,0,563,0,177845.6406,1,62
48,41996,1,0,875,0,248076.125,1,62
48,2958,1,0,62,0,5580.983887,1,62
24,2084,1,0,87,0,8436.969727,1,62
22,1638,1,0,74,0,2834.632324,1,62
10,4382,1,0,438,0,53974.89844,1,62
8,354,1,0,44,0,2459.846436,1,254
8,2092,1,0,262,0,9677.103516,1,62
8,1050,1,0,131,0,6233.9375,1,62
6,268,1,0,45,0,9404.15918,1,254
6,268,1,0,45,0,9078.519531,1,254
8,354,1,0,44,0,1934.672119,1,254
52,3096,1,0,60,0,12876.09082,1,62
6,268,1,0,45,0,8944.302734,1,254
58,53590,1,0,924,0,476089.125,1,62
8,2108,1,0,264,0,17528.90039,1,62
26,1128,1,0,43,0,4334.642578,1,254
220,282289,1,0,1283,0,1645318.5,1,62
32,2194,1,0,69,0,3171.584717,1,62
28,2148,1,0,77,0,18542.50781,1,62
22,1666,1,0,76,0,4218.87207,1,62
22,1664,1,0,76,0,9006.749023,1,62
6,268,1,0,45,0,9744.584961,1,254
80,96960,1,0,1212,0,100446.8281,1,62
1464,1936422,1,0,1323,0,827089.1875,1,62
24,26048,1,0,1085,0,860118.375,1,62
22,1638,1,0,74,0,14024.3584,1,62
8,680,1,0,85,0,15651.30469,1,62
8,354,1,0,44,0,2043.008545,1,254
22,1644,1,0,75,0,11751.46484,1,62
48,40940,1,0,853,0,129605.1328,1,62
8,354,1,0,44,0,1606.822266,1,254
12,682,1,0,57,0,3038.326172,1,254
10,5022,1,0,502,0,162409.5625,1,62
10,3754,1,0,375,0,24506.61719,1,62
8,354,1,0,44,0,5641.864746,1,254
12,682,1,0,57,0,2238.720703,1,254
16,13870,1,0,867,0,163971.6875,1,62
6,268,1,0,45,0,3549.041748,1,254
20,3030,1,0,152,0,8250.327148,1,62
8,1374,1,0,172,0,35463.32031,1,62
8,354,1,0,44,0,2518.014404,1,254
20,2472,1,0,124,0,8406.251953,1,62
58,69125,1,0,1192,0,453279.0,1,62
20,1864,1,0,93,0,17897.83789,1,62
6,268,1,0,45,0,2145.24707,1,254
6,268,1,0,45,0,9752.911133,1,254
6,268,1,0,45,0,8513.427734,1,254
10,1280,1,0,128,0,10597.90234,1,62
8,646,1,0,81,0,4824.709961,1,62
22,1648,1,0,75,0,11208.75098,1,62
34,2428,1,0,71,0,12547.32031,1,62
6,268,1,0,45,0,7504.973145,1,254
6,268,1,0,45,0,9014.310547,1,254
40,2630,1,0,66,0,12202.47559,1,62
6,268,1,0,45,0,8743.382812,1,254
6,268,1,0,45,0,8445.619141,1,254
6,268,1,0,45,0,6638.708984,1,254
12,1328,1,0,111,0,6397.285645,1,254
6,268,1,0,45,0,3067.999512,1,254
6,268,1,0,45,0,2845.994141,1,254
6,268,1,0,45,0,10407.22949,1,254
22,1858,1,0,84,0,16777.97266,1,62
44,50411,1,0,1146,0,722884.125,1,62
8,1502,1,0,188,0,39457.5,1,62
22,1760,1,0,80,0,4912.903809,1,62
12,526,1,0,44,0,2943.396729,1,254
24,2126,1,0,89,0,6767.89502,1,62
6,268,1,0,45,0,3559.418457,1,62
12,8556,1,0,713,0,223035.0625,1,62
12,7296,1,0,608,0,89095.375,1,62
6,268,1,0,45,0,5190.637207,1,254
6,268,1,0,45,0,5190.637207,1,254
8,354,1,0,44,0,745.233093,1,254
8,940,1,0,118,0,27349.34766,1,62
8,1640,1,0,205,0,41313.53906,1,62
6,268,1,0,45,0,3739.925049,1,254
30,2188,1,0,73,0,3841.313477,1,62
8,962,1,0,120,0,10228.29981,1,62
8,354,1,0,44,0,1800.97229,1,254
140,6280,1,0,45,0,4001.27417,1,62
8,1220,1,0,153,0,32760.86328,1,62
8,1232,1,0,154,0,8523.99707,1,62
8,1296,1,0,162,0,30962.88086,1,62
10,1262,1,0,126,0,7723.228027,1,62
22,1614,1,0,73,0,2278.115967,1,62
62,59286,1,0,956,0,182316.7969,1,62
22,1614,1,0,73,0,2278.115967,1,62
6,268,1,0,45,0,9730.72168,1,254
6,268,1,0,45,0,9848.859375,1,254
6,268,1,0,45,0,8512.295898,1,254
8,1178,1,0,147,0,38131.16406,1,62
6,268,1,0,45,0,9550.661133,1,254
10,3860,1,0,386,0,21064.02344,1,62
92,99106,1,0,1077,0,505501.8125,1,62
8,354,1,0,44,0,1747.11499,1,254
12,682,1,0,57,0,2121.857666,1,254
20,1910,1,0,96,0,15003.44043,1,62
24,1958,1,0,82,0,2833.848145,1,254
6,268,1,0,45,0,9060.114258,1,254
12,682,1,0,57,0,1725.575073,1,254
0,0,1,0,0,1,0.0,2,254
162,193836,1,0,1197,0,1077197.125,1,62
8,354,1,0,44,0,1286.592651,1,254
16,13870,1,0,867,0,163971.6875,1,62
10,3572,1,0,357,0,110846.7813,1,62
22,1656,1,0,75,0,10115.66504,1,62
10,4192,1,0,419,0,104231.2031,1,62
22,1656,1,0,75,0,10115.66504,1,62
